ingredient_name,rating,benefits,categories,info
Kinetin,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Type of plant hormone"", ""Has antioxidant properties"", ""Also defends against cell senescence"", ""Derivatives may help defend against sun damage""]"
Ju Hua,Best,"[""Soothing""]","[""Plant Extracts""]",[]
Jojoba Wax,Best,"[""Hydration""]","[""Emollient"", ""Texture Enhancer"", ""Plant Extracts""]",[]
Jojoba Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Emollient, non-fragrant oil"", ""Enhances skin's restorative properties"", ""Rich source of fatty acids"", ""Texture similar to sebum""]"
Jojoba Esters,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts"", ""Texture Enhancer""]",[]
Jojoba Butter,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts""]",[]
Italica Broccoli Seed Oil,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Plant Extracts""]","[""Oil from the broccoli plant"", ""Rich in antioxidants and fatty acids"", ""Ruled safe as used in skin care"", ""Highest usage level in cosmetics reported at 3%Golden oil in its raw form""]"
Isoflavone,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Iron Oxides,Best,[],"[""Coloring Agent/Pigment""]",[]
Irish Moss Extract,Best,"[""Hydration"", ""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Ipomoea Batatas Root Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""From the sweet potato plant"", ""Rich in antioxidant polyphenols"", ""Higher concentrations can boost collagen"", ""Has skin soothing properties""]"
Inulin,Best,"[""Hydration"", ""Soothing""]","[""Humectant"", ""Texture Enhancer"", ""Prebiotic/Probiotic/Postbiotic""]","[""A prebiotic, plant-derived polysaccharide fiber"", ""Helps support a healthy skin microbiome"", ""Offers water-binding properties to hydrate and softens skin"", ""Can improve texture of products without changing viscosity""]"
Inositol,Best,"[""Hydration""]",[],"[""Major component of fatty acid lecithin"", ""Also known as myo-inositol and d-chiro inositol"", ""Produced in the body, where it assists many healthy processes"", ""Not a vitamin, but sometimes lumped in with the B vitamin group.""]"
Ilex Paraguariensis Leaf Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Ilex Paraguariensis,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Idebenone,Best,"[""Anti-Aging""]","[""Antioxidant""]",[]
Hydroxysteroid Oxidoreductase,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Humectant""]",[]
Hydroxypropyltrimonium Hyaluronate,Best,"[""Anti-Aging"", ""Hydration""]","[""Film-Forming Agent"", ""Humectant"", ""Polymer""]","[""Next-gen derivative of moisture magnet hyaluronic acid"", ""Strongly adheres to skin for instant + long-lasting hydration"", ""Supports key proteins and lipids required for a strong barrier"", ""Cationic charge resists water rinse-off"", ""Texture-smoothing film-forming properties minus a tacky finish""]"
Hydroxypinacolone Retinoate,Best,"[""Anti-Acne"", ""Anti-Aging"", ""Evens Skin Tone""]","[""Antioxidant"", ""Retinoids""]","[""Ester of retinoic acid also known as Granactive Retinoid"", ""More stable and gentle vitamin A derivative"", ""Helps reduce and offset visible signs of aging, like fines lines and wrinkles"", ""Is sensitive to light and air""]"
Hydroxypalmitoyl Sphinganine,Best,"[""Anti-Aging"", ""Hydration""]","[""Emollient""]","[""Ceramide precursor that helps improve skin barrier function"", ""Boosts hydration by stopping moisture loss from skin\u2019s uppermost layers"", ""Can improve skin\u2019s firm, plump appearance"", ""Nudges skin to make more of its own ceramides naturally""]"
Hydroxylated Lecithin,Best,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Cleansing Agent""]",[]
Hydroxyacetophenone,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Humectant""]","[""Synthetic antioxidant and humectant in skin care"", ""Helps boost preservative systems in many types of formulas"", ""Noted for its soothing ability"", ""Considered safe as used in cosmetics""]"
Hydroquinone,Best,"[""Anti-Acne"", ""Dark Spot Fading""]","[""Antioxidant""]","[""Gold standard ingredient for fading discolorations"", ""Inhibits enzyme responsible for melanin production"", ""Available in the U.S. through a prescription"", ""No human cases of cancer related to hydroquinone use""]"
Hydrolyzed Yeast Extract,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Humectant""]","[""Rich source of soothing compounds, lipids, and hydrating saccharides"", ""Typically obtained via fermentation of Saccharomyces cerevisiae yeast"", ""Helps support skin\u2019s barrier and improve resilience"", ""Soothing properties can help reduce itchy skin""]"
Hydrolyzed sr-(Polypeptide 168 Oligopeptide 178),Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Film-Forming Agent"", ""Humectant"", ""Peptides"", ""Texture Enhancer""]","[""Lab-engineered vegan silk peptide"", ""Helps protect skin\u2019s surface from environmental threats"", ""Acts as a barrier and a carrier"", ""Clinical evidence of signs of aging improvements"", ""Adds to a product\u2019s pleasant aesthetics""]"
Hydrolyzed Soy Protein,Best,"[""Anti-Aging""]","[""Plant Extracts"", ""Antioxidant""]",[]
Hydrolyzed Sodium Hyaluronate,Best,"[""Hydration""]","[""Humectant""]","[""Sodium hyaluronate that has gone through the process of hydrolysis"", ""Lower molecular weight than sodium hyaluronate (whose molecular weight is lower than hyaluronic acid)Sometimes referred to as \u201cultra-low weight hyaluronic acid\u201dWhite power in its raw form""]"
Hydrolyzed Rice Protein,Best,"[""Anti-Aging"", ""Evens Skin Tone"", ""Hydration""]","[""Plant Extracts"", ""Peptides""]","[""Most well known as a skin/hair conditioning agent"", ""Research shows the benefits extend to anti-aging thanks to antioxidant and peptide content"", ""May help with evening skin tone"", ""Rich in amino acids"", ""Can be \u201cupcycled\u201d as a byproduct of the rice production process""]"
Hydrolyzed Rhodophycea (Red Algae) Extract,Best,"[""Hydration"", ""Soothing""]","[""Plant Extracts"", ""Humectant""]",[]
Hydrolyzed Pumpkin Seedcake,Best,"[""Hydration"", ""Anti-Aging""]","[""Plant Extracts"", ""Occlusive/Opacifying Agent""]","[""Used as a skin conditioning ingredient"", ""Rich in phenols and flavonoids"", ""High antioxidant activity"", ""Byproduct of commercial pumpkin production""]"
Hydrolyzed Jojoba Esters,Best,"[""Hydration""]","[""Emollient"", ""Plant Extracts"", ""pH Adjuster/Stabilizer""]","[""Essential fatty acids from the jojoba plant"", ""Help skin retain moisture and improve its barrier function"", ""Deemed safe as used in cosmetics"", ""Has a tacky, viscous texture at room temperature""]"
Hydrolyzed Hyaluronic Acid,Best,"[""Hydration""]","[""Humectant""]","[""Hydrolyzed form of hyaluronic acid"", ""Has a lower molecular weight than hyaluronic acid"", ""More readily penetrates skin"", ""Good moisturizing ingredient""]"
Hydrolyzed Glycosaminoglycans,Best,"[""Hydration"", ""Anti-Aging""]","[""Humectant""]",[]
Hydrolyzed Eruca Sativa (Arugula) Leaf,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Hydrolyzed Algae Extract,Best,[],"[""Plant Extracts""]",[]
Hydrogenated Soybean Oil,Best,"[""Hydration""]","[""Emollient"", ""Antioxidant"", ""Occlusive/Opacifying Agent""]",[]
Hydrogenated Rapeseed Oil,Best,"[""Hydration""]","[""Emollient"", ""Texture Enhancer"", ""Occlusive/Opacifying Agent""]","[""Non-fragrant plant oil"", ""Works as an emollient that promotes hydration"", ""Also serves as a thickener and occlusive"", ""AKA canola oil""]"
Hydrogenated Olive Oil Unsaponifiables,Best,"[""Anti-Aging"", ""Hydration"", ""Soothing""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Byproduct of olive oil production"", ""Hydrating emollient that reduces moisture loss"", ""Has antioxidant benefits that promote youthful skin"", ""Used at concentrations between 0.05%-5.0%""]"
Hydrogenated Olive Oil,Best,"[""Anti-Aging"", ""Hydration""]","[""Emollient"", ""Antioxidant"", ""Plant Extracts""]",[]
Hydrogenated Lecithin,Best,"[""Hydration""]","[""Emollient"", ""Emulsifier"", ""Suspending/Dispersing Agent""]","[""Functions as a skin-conditioning emollient"", ""Can enhance the penetration of other ingredients"", ""Also functions as a dispersing agent and emulsifier"", ""May be manufactured synthetically or derived from plant or animal sources"", ""Raw material descriptions range from a white to beige-gray powder appearance"", ""Reported as safe in 15% concentration or les""]"
Hydrogenated Ethylhexyl Olivate,Best,"[""Hydration""]","[""Emollient""]","[""Hydrogenated form of ethylhexyl olivate derived from olive oil"", ""Functions as an emollient and conditioning ingredient"", ""Considered an environmentally friendly alternative to silicone"", ""Ruled safe as used in cosmetics""]"
Hydrocotyl Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]",[]
Hydrocolloid,Best,"[""Anti-Acne""]","[""Absorbent"", ""Polymer""]","[""Type of adhesive wound dressing"", ""Comprised of polymers for a gel-like texture"", ""Helps absorb exudates from wounds"", ""Effective in improving the look of whiteheads""]"
Hyaluronic Acid,Best,"[""Anti-Aging"", ""Hydration""]","[""Humectant"", ""Antioxidant"", ""Texture Enhancer""]","[""Boosts skin's moisture content"", ""Provides antioxidant defense"", ""Has skin-soothing properties"", ""Natural component of skin""]"
Humectants,Best,"[""Hydration""]","[""Humectant""]","[""Ingredients that draw and bind moisture to skin"", ""Keep skin\u2019s water levels balanced"", ""Can give skin a plump, dewy, smooth look"", ""Commonly found in moisturizers and serums""]"
Houttuynia Cordata Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Extract of a leafy plant native to Southeast Asia"", ""Rich source of antioxidants"", ""Could have the ability to protect skin from damage from UVB rays"", ""Potentially inhibits pathways leading to skin inflammation"", ""Usage levels in skin care range from 1\u20133%""]"
Honeysuckle Flower Extract,Best,"[""Soothing""]","[""Plant Extracts""]","[""Extract of the flowers from the\u00a0Lonicera family"", ""Functions as an skin-soothing agent"", ""A good source of flavonoids, which have antioxidant benefits""]"
Honey Extract,Best,"[""Hydration"", ""Soothing""]","[""Humectant"", ""Solvent"", ""Antioxidant""]",[]
Honey,Best,"[""Hydration"", ""Soothing"", ""Anti-Aging""]","[""Humectant"", ""Solvent"", ""Antioxidant""]","[""Substance produced by bees from the nectar of flowering plants"", ""Has antioxidant and soothing properties"", ""Is not considered vegan""]"
Homosalate,Best,"[""Anti-Aging""]","[""UV Filters"", ""Solvent""]","[""A globally approved UV filter"", ""Mostly protects within the UVB range"", ""Serves as a solvent for other UV filters"", ""Considered low risk for triggering an allergic reaction"", ""Often seen in sunscreens with higher SPF ratings""]"
Hoelen,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts"", ""Preservative""]",[]
Histidine,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant""]","[""An amino acid that provides antioxidant benefits"", ""Is also capable of soothing skin"", ""Alternate name is L-histidine"", ""May be animal-derived or synthetic""]"
Hippophae Rhamnoides Fruit Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Hippophae Rhamnoides (Seaberry) Fruit Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Hippophae Rhamnoides,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]",[]
Hexylresorcinol,Best,"[""Anti-Aging"", ""Dark Spot Fading"", ""Soothing""]","[""Antioxidant"", ""Preservative""]","[""Helps preserve skin\u2019s firmness"", ""Visibly improves the look of dark spots"", ""Promotes a more even skin tone""]"
Hexapeptide-11,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Peptides""]","[""Hexapeptide-11 is classified as a synthetic ingredient, although it can be initially derived from yeast (Saccharomyces cerevisiae) before undergoing synthesis for high purity. As a cosmetic ingredient, it is supplied as a powder or liquid solution. Suppliers recommend usage levels between 0.001% to 0.01%.""]"
Hexanoyl Dipeptide-3 Norleucine Acetate,Best,"[""Anti-Aging"", ""Evens Skin Tone""]","[""Peptides"", ""Exfoliant""]","[""A synthetic peptide that improves skin surface renewal"", ""Has hydrating properties"", ""Visibly improves wrinkles"", ""Engineered to work specifically in the stratum corneum""]"
Hesperidin Methyl Chalcone,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]","[""Synthetic antioxidant"", ""Derived from hesperidin, which is found in citrus fruit"", ""Helps protect skin from UV damage"", ""Possesses soothing and anti-redness properties""]"
Hesperidin,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Hemp Seed Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]",[]
Helianthus Oil,Best,"[""Hydration"", ""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]",[]
Helianthus Annuus Sunflower Seed Extract,Best,"[""Hydration""]","[""Antioxidant"", ""Plant Extracts""]","[""Sunflower seeds are a rich source of polyphenol antioxidants and vitamin EHelps protect skin and hair from environmental damage"", ""Oil in the seeds helps to repair skin\u2019s barrier"", ""Has documented soothing benefits""]"
Helianthus Annuus Seed Oil,Best,"[""Anti-Aging"", ""Hydration""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]",[]
Helianthus Annuus (Sunflower) Sprout Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Derived from sunflower plant seedlings"", ""High in phenolic compounds + flavonoids"", ""Also high in fatty acids"", ""Fights skin inflammation"", ""Can inhibit UVB-induced skin aging""]"
Helianthus Annuus (Sunflower) Seed Oil,Best,"[""Anti-Aging""]","[""Emollient"", ""Plant Extracts"", ""Antioxidant""]","[""Non-volatile, non-fragrant plant oil"", ""Contains beneficial fatty acids, including oleic, stearic, & linoleic acid"", ""Helps skin synthesize its own fats, including ceramides"", ""Aids in visibly repairing skin's barrier"", ""Has a natural calming effect on skin""]"
Haematococcus Pluvialis Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""A type of algae rich in a potent antioxidant compound known as astaxanthin"", ""Works powerfully for both anti-aging and soothing skin"", ""Has been shown to boost SPF values in sunscreen formulations"", ""Its fatty acid profile shows promise for calming environmentally damaged skin""]"
Guava,Best,"[""Anti-Aging""]","[""Antioxidant"", ""Plant Extracts""]",[]
Guaiazulene,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Coloring Agent/Pigment"", ""Plant Extracts""]","[""Compound found in some essential oils"", ""Has antioxidant properties"", ""Also a soothing ingredient"", ""Approved by the FDA as a colorant""]"
Growth Factors,Best,"[""Anti-Aging""]","[""Peptides""]","[""Chains of amino acids"", ""Usually refers to epidermal growth factors"", ""Regulate cell growth"", ""Show promise in improving numerous skin conditions""]"
Gromwell,Best,"[""Anti-Aging"", ""Soothing""]","[""Plant Extracts"", ""Antioxidant""]","[""Also known as Lithospermum erythrorhizon"", ""Its roots have antioxidant and skin-soothing properties""]"
Grifola Frondosa Fruiting Body Extract,Best,"[""Anti-Aging"", ""Soothing""]","[""Antioxidant"", ""Plant Extracts""]","[""Mushroom-derived polysaccharidentioxidant that helps defend skin from environmental stressors and signs of aging"", ""Provides skin-soothing benefits"", ""Also serves edible/medicinal purposes, including use in supplements""]"
Green Tea,Best,"[""Anti-Aging"", ""Soothing"", ""Oil Control""]","[""Antioxidant"", ""Plant Extracts""]","[""Has anti-aging and soothing benefits"", ""Contains antioxidant epigallocatechin gallate"", ""Helps improve the appearance of sun-damaged skin""]"
Grape Seed Oil,Best,"[""Anti-Aging"", ""Hydration""]","[""Antioxidant"", ""Emollient"", ""Plant Extracts""]","[""Soothing, non-fragrant plant oil"", ""Supports skin's barrier via fatty acids"", ""Rich in youth-preserving antioxidants"", ""Delivers moisturization & skin-softening""]"
