ingredient_name,rating,benefits,categories,functional_group,info,source
Mimosa Oil Or Extract,Bad,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Plant-derived oils and extracts from the Acacia dealbata shrub'
 'Contains phenolic compounds that provide antioxidant properties'
 'As an essential oil, contains volatile aromatic compounds that can sensitize skin'
 'The Cosmetic Ingredient Review Expert Panel could not verify its skin safety due to lack of research']",Paula's Choice
Microcitrus Australasica Fruit Extract,Bad,['Anti-Aging'],['Antioxidant' 'Plant Extracts' 'Exfoliant' 'Irritant'],['Actives' 'Support' 'Risks'],"['Fruit from the finger or caviar lime plant' 'Has antioxidant properties'
 'Offers potential skin brightening benefits'
 'Has mild exfoliating properties' 'Can irritate skin']",Paula's Choice
Methyldihydrojasmonate,Bad,[],['Fragrance: Synthetic and Natural'],['Sensory'],"['Used as a masking or fragrance component in skin care'
 'Exhibits a floral, jasmine scent'
 'Like other fragrant ingredients, can cause short-term and long-term skin sensitization'
 'Is a colorless-to-light yellow liquid in its raw material form']",Paula's Choice
Melia Azadirachta Oil,Bad,[],['Irritant' 'Plant Extracts'],['Support' 'Risks'],"['Derived from the Melia azadirachta or Azadirachta indica tree'
 'Also known as neem oil' 'Contains antioxidant and emollient properties'
 'Can sensitize skin due to potent active compounds']",Paula's Choice
MEA,Bad,[],['Texture Enhancer'],['Sensory'],[],Paula's Choice
Jasminum Sambac (Jasmine) Flower Extract,Bad,['Anti-Aging'],"['Antioxidant' 'Fragrance: Synthetic and Natural' 'Irritant'
 'Plant Extracts']",['Actives' 'Support' 'Sensory' 'Risks'],"['From the Arabian jasmine'
 'Flowers are well-known for their strong scent'
 'Contains antioxidant compounds' 'Also has volatile fragrance components'
 'Puts skin at risk for irritation']",Paula's Choice
Iron Powder,Bad,[],['Occlusive/Opacifying Agent'],['Support'],[],Paula's Choice
Imidazolidinyl Urea,Bad,[],['Preservative'],['Utility'],[],Paula's Choice
Hydroxyethylpiperazine Ethane Sulfonic Acid,Bad,[],['pH Adjuster/Stabilizer'],['Utility'],[],Paula's Choice
Hoya Lacunosa Flower Extract,Bad,[],['Fragrance: Synthetic and Natural' 'Plant Extracts'],['Support' 'Sensory'],"['Derived from the flowers of the Hoya lacunosa plant'
 'Poses potential risk of skin sensitization due to fragrant compounds'
 'Lacking independent research to support supplier claims'
 'Alternative names include cinnamon-scented wax plant and porcelain flower extract']",Paula's Choice
Hedera Helix Extract,Bad,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Commonly known as English ivy extract'
 'Contains phytosterols and flavonoids'
 'Also a source of skin-irritating falcarinol'
 'Research has shown allergic reactions to cosmetics containing this ingredient']",Paula's Choice
Geraniol,Bad,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],[],Paula's Choice
Formaldehyde-Releasing Preservative,Bad,[],['Preservative'],['Utility'],"['A common type of preservative found in cosmetics'
 'No higher level of skin reaction to formaldehyde-releasing preservatives'
 'There is concern when formaldehyde-releasing preservatives are present in a formulation that also includes amines']",Paula's Choice
Farnesyl Acetate,Bad,[],['Fragrance: Synthetic and Natural' 'Antioxidant'],['Actives' 'Sensory'],[],Paula's Choice
Farnesol,Bad,[],['Fragrance: Synthetic and Natural' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Sensory'],[],Paula's Choice
DMDM Hydantoin,Bad,[],['Preservative'],['Utility'],[],Paula's Choice
DMAE,Bad,[],['pH Adjuster/Stabilizer'],['Utility'],"['Also known as dimethyl MEAResearch shows it may promote skin firmness'
 'However, results are short lived and can result in destruction of firming skin substances'
 'Requires a p' 'H of 10 to remain efficacy and stability']",Paula's Choice
Dimethyl MEA,Bad,[],['pH Adjuster/Stabilizer'],['Utility'],[],Paula's Choice
Dicalcium Phosphate,Bad,[],['Irritant' 'Occlusive/Opacifying Agent'],['Support' 'Risks'],"['White powder that can be used to create abrasive formulations (think gritty exfoliating scrubs)May also be formulated in a non-abrasive way for use as an opacifying agent in makeup'
 'Can inhibit the transfer/smearing of makeup'
 'Popular in oral care products, such as toothpaste.']",Paula's Choice
Diazolidinyl Urea,Bad,[],['Preservative'],['Utility'],[],Paula's Choice
Diatomaceous Earth,Bad,[],['Exfoliant' 'Irritant'],['Actives' 'Risks'],[],Paula's Choice
Diamond Powder,Bad,[],['Exfoliant' 'Irritant'],['Actives' 'Risks'],"['Abrasive mineral (technically a crystallized modification of carbon)Used in skin care products such as exfoliating cleansers where it provides buffing/scrubbing action'
 'May cause micro tears in skin due to the irregular shape of the particles'
 'Research supporting diamond powder’s use in cosmetics is lacking']",Paula's Choice
Cocamide DEA And MEA,Bad,[],['Cleansing Agent' 'Texture Enhancer'],['Utility' 'Sensory'],[],Paula's Choice
Calendula Officinalis Flower Oil,Bad,[],['Antioxidant' 'Fragrance: Synthetic and Natural' 'Plant Extracts'],['Actives' 'Support' 'Sensory'],"['Essential oil taken from the Calendula officinalis, AKA pot marigold, flower'
 'Contains volatile, aromatic skin-sensitizing compounds'
 'Has antioxidant and antimicrobial properties'
 'Used in cosmetics in concentrations between 0.01-0.1%']",Paula's Choice
Asimina Triloba Fruit Extract,Bad,['Hydration'],['Plant Extracts' 'Humectant'],['Support'],[],Paula's Choice
Apricot Kernel,Bad,[],['Exfoliant' 'Plant Extracts'],['Actives' 'Support'],[],Paula's Choice
Aniba Rosaeodora (Rosewood) Wood Extract,Bad,[],['Antioxidant' 'Fragrance: Synthetic and Natural' 'Plant Extracts'],['Actives' 'Support' 'Sensory'],"['From the rosewood plant' 'Has some antimicrobial properties'
 'Also is a potential skin sensitizer'
 'Can oxidize on contact with skin and trigger damage']",Paula's Choice
Amyl Cinnamate,Bad,[],['Fragrance: Synthetic and Natural' 'Irritant'],['Sensory' 'Risks'],"['Also known as pentyl cinnamate' 'Fragrance ingredient also used in food'
 'Studies show it can cause skin irritation'
 'Colorless to pale yellow liquid in its raw form']",Paula's Choice
Alkyloamides,Bad,[],['Texture Enhancer'],['Sensory'],[],Paula's Choice
Acetic Acid,Bad,[],['Irritant' 'pH Adjuster/Stabilizer'],['Utility' 'Risks'],"['Byproduct of fermentation' 'Main component of vinegar aside from water'
 'Used to adjust skin care products’ p'
 'HHas mild antimicrobial properties'
 'Overuse or misuse can result in skin damage']",Paula's Choice
Zingiber Officinale Roscoe,Average,['Soothing'],['Plant Extracts' 'Irritant'],['Support' 'Risks'],[],Paula's Choice
Zingiberaceae,Average,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Plant family AKA the ginger family' 'Applied topically and ingested'
 'Extracts can provide anti-aging, antioxidant-based benefits'
 'Oils can cause skin sensitivity']",Paula's Choice
Zea Mays (Corn) Kernel Meal,Average,[],['Exfoliant'],['Actives'],"['The independent Cosmetic Ingredient Review panel has ruled Zea mays kernel meal safe as currently used in cosmetics, where its maximum concentration of use is 3%.']",Paula's Choice
Zanthoxylum Bungeanum Fruit Oil,Average,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],"['Also known as prickly ash oil' 'Has antioxidant benefits'
 'Also has skin-calming abilities' 'Contains skin sensitizing compounds']",Paula's Choice
Yucca Schidigera Leaf/Root/Stem Extract,Average,['Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],"['AKA yucca extract' 'May have skin-soothing benefits'
 'Contains saponins, which may cause irritation'
 'Has antioxidant benefits']",Paula's Choice
Yucca Schidigera,Average,['Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Yucca Extract,Average,['Soothing'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Yogurt,Average,['Hydration' 'Soothing'],['Humectant'],['Support'],[],Paula's Choice
Yellow 6 Lake,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Paula's Choice
Yellow 5 Lake,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Paula's Choice
Yellow 5,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Paula's Choice
White Nettle,Average,['Anti-Aging'],['Plant Extracts' 'Antioxidant' 'Irritant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Walnut Extract,Average,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Vitamin H,Average,['Anti-Aging'],['Antioxidant'],['Actives'],[],Paula's Choice
Vitamin B6,Average,['Anti-Aging'],['Antioxidant'],['Actives'],[],Paula's Choice
Vitamin B2,Average,[],['Antioxidant'],['Actives'],[],Paula's Choice
Vitamin B1,Average,['Anti-Aging'],['Antioxidant'],['Actives'],[],Paula's Choice
Viola Tricolor Extract,Average,['Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Vegetable Collagen,Average,[],['Plant Extracts'],['Support'],"['Refers to plant-based ingredients intended to mimic animal collagen'
 'Not recognized as an official INCI ingredient but blanket term for various ingredient blends'
 'Benefits depend on the actual mix of ingredients (don’t assume pro-collagen results)If going the vegetable/vegan collagen oral supplement route, consult your physician']",Paula's Choice
Urtica Dioica (Nettle) Extract,Average,['Hydration' 'Soothing'],['Plant Extracts' 'Antioxidant' 'Humectant'],['Actives' 'Support'],[],Paula's Choice
Urtica Dioica,Average,['Hydration' 'Soothing'],['Plant Extracts' 'Antioxidant' 'Humectant'],['Actives' 'Support'],[],Paula's Choice
Ulva Lactuca Extract,Average,['Soothing' 'Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Ultramarines,Average,[],['Coloring Agent/Pigment'],['Sensory'],[],Paula's Choice
Ulmus Fulva Bark Extract,Average,['Soothing' 'Anti-Aging'],['Plant Extracts' 'Antioxidant'],['Actives' 'Support'],[],Paula's Choice
Tromethamine,Average,[],['pH Adjuster/Stabilizer'],['Utility'],"['Triol, or alcohol with three hydroxyl groups along with one amino group'
 'Used in skin care as a p'
 'H adjuster and as a neutralizing agent for fatty acids in a formulation'
 'Can reduce a formula’s chance of irritation'
 'Can function as a buffering agent in alkaline range of 7-9CIR Expert Panel deemed safe for use in cosmetics at current levels']",Paula's Choice
Trisodium NTA,Average,[],['Chelating Agent'],['Utility'],"['Synthetic chelating agent' 'Helps ensure product efficacy'
 'Also helps protect skin from metal ions'
 'Considered safe as used in cosmetics']",Paula's Choice
Triethanolamine,Average,[],['pH Adjuster/Stabilizer' 'Emulsifier' 'Cleansing Agent'],['Utility'],[],Paula's Choice
Totarol,Average,['Anti-Acne' 'Anti-Aging'],['Antibacterial' 'Antioxidant' 'Plant Extracts' 'Irritant'],['Actives' 'Support' 'Risks'],"['Diterpene found in certain types of trees'
 'Has antioxidant + anti-inflammatory benefits' 'Also antimicrobial'
 'Can cause skin irritation']",Paula's Choice
Tomato Extract,Average,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Thymus Vulgaris (Thyme) Extract,Average,[],['Antioxidant' 'Irritant' 'Plant Extracts'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Thymus Vulgaris,Average,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Thymus Serpillum Extract,Average,[],['Irritant' 'Plant Extracts' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Thymus Hydrolysate,Average,['Hydration'],['Humectant'],['Support'],[],Paula's Choice
Thyme Extract,Average,[],['Irritant' 'Antioxidant' 'Plant Extracts'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Thiodipropionic Acid,Average,['Anti-Aging'],['Antioxidant'],['Actives'],[],Paula's Choice
Thiamine HCL,Average,['Anti-Aging'],['Antioxidant'],['Actives'],[],Paula's Choice
TEA,Average,[],['pH Adjuster/Stabilizer' 'Emulsifier' 'Cleansing Agent'],['Utility'],[],Paula's Choice
TBHQ,Average,[],['Antioxidant' 'Preservative'],['Actives' 'Utility'],"['Derivative of hydroquinone that does not have discoloration fight properties'
 'Preservative used to enhance the stability of formulas'
 'Common food additive' 'Ruled safe as used in cosmetics'
 'White to light tan crystalline solid in its raw form']",Paula's Choice
Tanacetum Parthenium (Feverfew),Average,[],['Plant Extracts' 'Irritant' 'Antioxidant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Tallow,Average,['Hydration'],['Occlusive/Opacifying Agent'],['Support'],"['Rendered beef or mutton fat' 'Long used as a multi-purpose oil'
 'Rich in triglycerides' 'Lacking in evidence behind skin healing claims'
 'Pure tallow can irritate skin via barrier damage']",Paula's Choice
Talc,Average,['Oil Control'],['Absorbent' 'Texture Enhancer' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],"['A natural mineral composed of magnesium, hydrogen, oxygen and silicon'
 'Serves as an absorbent in skin care'
 'Requires a specific screening process for safety']",Paula's Choice
Sugarcane Extract,Average,['Hydration'],['Plant Extracts' 'Humectant'],['Support'],[],Paula's Choice
Succinoglycan,Average,[],['Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['An exopolysaccharide derived from soil bacteria'
 'High molecular weight carbohydrate infrequently used in cosmetics'
 'Has emulsifying and texture-enhancing properties'
 'Research is also exploring its use in various medical fields']",Paula's Choice
St. John's Wort,Average,[],['Plant Extracts' 'Antioxidant' 'Irritant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Sorbitan Oleate Decylglucoside Crosspolymer,Average,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Surfactant with cleansing, emulsifying, and foaming properties'
 'Can also be used to solubilize fragrance ingredients'
 'May be sourced naturally (via corn, sugar or olive oil) or synthetically created'
 'Used in shampoos, body washes, hair gels, after shaves, lotions, deodorants, etc.']",Paula's Choice
Solanum Lycopersicum Extract,Average,[],['Plant Extracts' 'Antioxidant' 'Irritant'],['Actives' 'Support' 'Risks'],[],Paula's Choice
Sodium Sulfite,Average,[],['Irritant' 'Preservative'],['Utility' 'Risks'],[],Paula's Choice
Sodium Stearate,Average,[],['Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Cleansing/emulsifying agent'
 'Can be used to adjust the viscosity and stiffness of a formulation'
 'May also lend itself waterproofing qualities'
 'Often used in solid-style products such as stick-based sunscreens, bar soaps, and waxes'
 'May potentially contribute to a pore-clogging residue on skin (depending on the overall formula)']",Paula's Choice
Sodium Salicylate,Average,[],['Preservative'],['Utility'],[],Paula's Choice
Sodium Phosphate,Average,[],['Cleansing Agent' 'Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Synthetic phosphorous compound' 'Has wetting and cleansing properties'
 'Commonly used in blends to keep ingredients mixed'
 'Considered safe as used in cosmetics']",Paula's Choice
Sodium Palm Kernelate,Average,[],['Cleansing Agent' 'Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Surfactant in bar soaps and other skin-cleansers'
 'Plays secondary emulsifier and viscosity-adjusting roles'
 ""Derived from palm kernel oil that's treated with sodium hydroxide""
 'Falls in the mid-range for mild-to-harsh surfactants']",Paula's Choice
Sodium Palmitate,Average,[],['Cleansing Agent' 'Emulsifier'],['Utility'],"['Sodium salt of palmitic acid'
 'Surfactant + emulsifying and viscosity increasing agent'
 'Ruled safe as used in skin care'
 'Can be drying to skin when formulated in a cleanser'
 'Typical usage in leave-on products is 0.06-4.1%']",Paula's Choice
Sodium Palmate,Average,[],['Cleansing Agent' 'Emulsifier' 'Texture Enhancer'],['Utility' 'Sensory'],"['Surfactant in bar soaps and other skin-cleansers\u202fIncreases formulary viscosity'
 'Also plays an emulsifying role' 'Derived from palm oil']",Paula's Choice
Sodium Metaphosphate,Average,[],['Emulsifier' 'pH Adjuster/Stabilizer'],['Utility'],"['Synthetic emulsifier and p' 'H adjuster' 'Also used in the dental field'
 'Deemed safe as used in cosmetics'
 'Requires careful formulation to avoid levels proven to irritate skin'
 'Serves as a chelating agent for some metals']",Paula's Choice
Sodium Metabisulfite,Average,[],['Preservative' 'Antioxidant' 'Irritant'],['Actives' 'Utility' 'Risks'],"['Used as a preservative and stabilizer in cosmetic formulations'
 'Also offers antioxidant properties'
 'In hair care, it acts as a reducing agent that alters the structure of hair'
 'Described as colorless crystals or a white to yellowish crystalline powder in raw material form']",Paula's Choice
Sodium Magnesium Fluorosilicate,Average,[],['Absorbent' 'Occlusive/Opacifying Agent'],['Support' 'Sensory'],"['Synthetic silicate' 'Absorbent and opacifier' 'Also a thickening agent'
 'Known by the trade name LAPONITE-XL 21 XR']",Paula's Choice
Sodium Lauryl Sulfoacetate,Average,[],['Cleansing Agent'],['Utility'],"['Cleansing agent noted for its foaming properties'
 'Long history of use in personal care products, with research dating back to the 1940’s'
 'Deemed safe by the Cosmetic Ingredient Review Expert Panel'
 'Raw material form: white powder or flakes']",Paula's Choice
